('M0P1', 'M0P2') [[30.496181]]
('N9', 'N229') [[18.365389]]
('N58', 'N181') [[18.365292]]
('N144', 'N198') [[18.365221]]
('N88', 'N241') [[18.36511]]
('N3', 'N190') [[18.364073]]
('N158', 'N163') [[18.363287]]
('N33', 'N112') [[18.362831]]
('N32', 'N240') [[18.361866]]
('N21', 'N74') [[18.3616]]
('N39', 'N61') [[18.361599]]
('N12', 'N177') [[18.360964]]
('N123', 'N136') [[18.360888]]
('N67', 'N219') [[18.3605]]
('N21', 'N152') [[18.36047]]
('N86', 'N201') [[18.359915]]
('N34', 'N106') [[18.359537]]
('N130', 'N182') [[18.359518]]
('N152', 'N203') [[18.359333]]
('N120', 'N198') [[18.35889]]
('N58', 'N190') [[18.358318]]
('N74', 'N102') [[18.358316]]
('N123', 'N140') [[18.358042]]
('N129', 'N177') [[18.35762]]
('N102', 'N229') [[18.357452]]
('N73', 'N241') [[18.356428]]
('N33', 'N61') [[18.35612]]
('N102', 'N150') [[18.35604]]
('N172', 'N247') [[18.356009]]
('N144', 'N231') [[18.355936]]
('N106', 'N245') [[18.35542]]
('N67', 'N152') [[18.35484]]
('N74', 'N230') [[18.354666]]
('N76', 'N88') [[18.354115]]
('N184', 'N212') [[18.354023]]
('N172', 'N214') [[18.353647]]
('N118', 'N152') [[18.352913]]
('N25', 'N88') [[18.352882]]
('N114', 'N180') [[18.352097]]
('N152', 'N185') [[18.351278]]
('N59', 'N185') [[18.351137]]
('N114', 'N196') [[18.350992]]
('N185', 'N196') [[18.350752]]
('N233', 'N239') [[18.349705]]
('N172', 'N185') [[18.349628]]
('N17', 'N173') [[18.349207]]
('N72', 'N106') [[18.3489]]
('N88', 'N163') [[18.348612]]
('N12', 'N231') [[18.348507]]
('N2', 'N67') [[18.348446]]
('N7', 'N201') [[18.34824]]
('N190', 'N217') [[18.34741]]
('N88', 'N229') [[18.347368]]
('N123', 'N152') [[18.347279]]
('N114', 'N139') [[18.347206]]
('N67', 'N123') [[18.347157]]
('N118', 'N143') [[18.346617]]
('N63', 'N216') [[18.346142]]
('N159', 'N172') [[18.346127]]
('N26', 'N177') [[18.345636]]
('N144', 'N241') [[18.34554]]
('N105', 'N246') [[18.345413]]
('N1', 'N39') [[18.344648]]
('N34', 'N112') [[18.344301]]
('N39', 'N123') [[18.344038]]
('N106', 'N169') [[18.343866]]
('N106', 'N222') [[18.343027]]
('N201', 'N208') [[18.342937]]
('N143', 'N177') [[18.342503]]
('N175', 'N231') [[18.341919]]
('N1', 'N230') [[18.34184]]
('N86', 'N226') [[18.340525]]
('N195', 'N198') [[18.340063]]
('N11', 'N251') [[18.339432]]
('N118', 'N168') [[18.339403]]
('N88', 'N144') [[18.338964]]
('N32', 'N61') [[18.338749]]
('N73', 'N228') [[18.338161]]
('N201', 'N207') [[18.337791]]
('N88', 'N179') [[18.337145]]
('N61', 'N158') [[18.335585]]
('N69', 'N196') [[18.335072]]
('N54', 'N102') [[18.33495]]
('N16', 'N152') [[18.334831]]
('N75', 'N198') [[18.334707]]
('N163', 'N241') [[18.334433]]
('N74', 'N129') [[18.33432]]
('N198', 'N212') [[18.334143]]
('N102', 'N197') [[18.333858]]
('N171', 'N230') [[18.333511]]
('N11', 'N176') [[18.333504]]
('N106', 'N237') [[18.33347]]
('N73', 'N229') [[18.33346]]
('N72', 'N88') [[18.33321]]
('N51', 'N172') [[18.332582]]
('N55', 'N226') [[18.33254]]
('N65', 'N172') [[18.332376]]
('N16', 'N53') [[18.33205]]
('N22', 'N171') [[18.331861]]
('N52', 'N120') [[18.331722]]
('N31', 'N68') [[18.331665]]
('N22', 'N92') [[18.331322]]
('N17', 'N184') [[18.330883]]
('N46', 'N152') [[18.330671]]
('N151', 'N152') [[18.330442]]
('N41', 'N55') [[18.330349]]
('N72', 'N208') [[18.33034]]
('N115', 'N177') [[18.3303]]
('N65', 'N177') [[18.330019]]
('N23', 'N59') [[18.329363]]
('N54', 'N123') [[18.329086]]
('N68', 'N126') [[18.328997]]
('N191', 'N244') [[18.328987]]
('N55', 'N88') [[18.328922]]
('N45', 'N152') [[18.328716]]
('N143', 'N172') [[18.328424]]
('N17', 'N216') [[18.328367]]
('N196', 'N251') [[18.328009]]
('N66', 'N106') [[18.327091]]
('N72', 'N158') [[18.326918]]
('N106', 'N140') [[18.326689]]
('N158', 'N239') [[18.32647]]
('N21', 'N86') [[18.325642]]
('N106', 'N114') [[18.32563]]
('N69', 'N88') [[18.325457]]
('N1', 'N52') [[18.32503]]
('N12', 'N51') [[18.324661]]
('N50', 'N152') [[18.323574]]
('N105', 'N230') [[18.323431]]
('N73', 'N230') [[18.323135]]
('N164', 'N198') [[18.323046]]
('N136', 'N201') [[18.32285]]
('N88', 'N220') [[18.322798]]
('N136', 'N207') [[18.321707]]
('N126', 'N230') [[18.32144]]
('N14', 'N129') [[18.321316]]
('N67', 'N72') [[18.321114]]
('N73', 'N226') [[18.320406]]
('N231', 'N245') [[18.319906]]
('N66', 'N233') [[18.319796]]
('N143', 'N173') [[18.319637]]
('N14', 'N102') [[18.319489]]
('N141', 'N239') [[18.31901]]
('N73', 'N180') [[18.318478]]
('N17', 'N88') [[18.318329]]
('N33', 'N73') [[18.317394]]
('N130', 'N231') [[18.31675]]
('N67', 'N183') [[18.31552]]
('N172', 'N216') [[18.31501]]
('N79', 'N143') [[18.314356]]
('N105', 'N231') [[18.31422]]
('N73', 'N105') [[18.314173]]
('N61', 'N85') [[18.314058]]
('N54', 'N152') [[18.313555]]
('N14', 'N245') [[18.313091]]
('N162', 'N183') [[18.312382]]
('N222', 'N235') [[18.312069]]
('N61', 'N172') [[18.312067]]
('N61', 'N239') [[18.311989]]
('N114', 'N212') [[18.311451]]
('N152', 'N168') [[18.311413]]
('N165', 'N182') [[18.31114]]
('N7', 'N105') [[18.311047]]
('N221', 'N229') [[18.310995]]
('N54', 'N241') [[18.310642]]
('N102', 'N143') [[18.310284]]
('N34', 'N198') [[18.310156]]
('N82', 'N241') [[18.309988]]
('N139', 'N229') [[18.30988]]
('N129', 'N193') [[18.309408]]
('N39', 'N141') [[18.309326]]
('N166', 'N231') [[18.309303]]
('N32', 'N56') [[18.309025]]
('N134', 'N231') [[18.308573]]
('N61', 'N246') [[18.307573]]
('N164', 'N172') [[18.30674]]
('N21', 'N168') [[18.306238]]
('N61', 'N216') [[18.306087]]
('N56', 'N237') [[18.30591]]
('N75', 'N239') [[18.305517]]
('N32', 'N95') [[18.305363]]
('N88', 'N120') [[18.304947]]
('N79', 'N140') [[18.304792]]
('N136', 'N152') [[18.304632]]
('N84', 'N251') [[18.304579]]
('N88', 'N205') [[18.304152]]
('N22', 'N139') [[18.304115]]
('N88', 'N170') [[18.303955]]
('N34', 'N152') [[18.30358]]
('N69', 'N181') [[18.303349]]
('N152', 'N191') [[18.30283]]
('N64', 'N87') [[18.302422]]
('N23', 'N165') [[18.301943]]
('N214', 'N230') [[18.301687]]
('N159', 'N166') [[18.301664]]
('N86', 'N168') [[18.301622]]
('N143', 'N222') [[18.300703]]
('N51', 'N176') [[18.300613]]
('N34', 'N87') [[18.300428]]
('N12', 'N102') [[18.300365]]
('N70', 'N143') [[18.300144]]
('N79', 'N196') [[18.299747]]
('N39', 'N75') [[18.299719]]
('N67', 'N84') [[18.299082]]
('N21', 'N40') [[18.2984]]
('N23', 'N173') [[18.298391]]
('N95', 'N240') [[18.298311]]
('N21', 'N126') [[18.298246]]
('N61', 'N145') [[18.298212]]
('N12', 'N73') [[18.29807]]
('N17', 'N176') [[18.297567]]
('N165', 'N230') [[18.297405]]
('N196', 'N198') [[18.297323]]
('N68', 'N190') [[18.297293]]
('N53', 'N117') [[18.297132]]
('N88', 'N168') [[18.296968]]
('N56', 'N118') [[18.296865]]
('N21', 'N230') [[18.295984]]
('N154', 'N198') [[18.295967]]
('N196', 'N214') [[18.29591]]
('N53', 'N233') [[18.295622]]
('N32', 'N106') [[18.295605]]
('N95', 'N197') [[18.29492]]
('N23', 'N68') [[18.294912]]
('N88', 'N200') [[18.294874]]
('N106', 'N143') [[18.294554]]
('N68', 'N120') [[18.294548]]
('N139', 'N143') [[18.294483]]
('N22', 'N166') [[18.292358]]
('N61', 'N177') [[18.291592]]
('N17', 'N42') [[18.290812]]
('N58', 'N73') [[18.2906]]
('N87', 'N251') [[18.290405]]
('N129', 'N141') [[18.29]]
('N67', 'N121') [[18.289852]]
('N173', 'N176') [[18.289454]]
('N106', 'N145') [[18.289398]]
('N56', 'N82') [[18.288921]]
('N32', 'N181') [[18.288824]]
('N139', 'N201') [[18.288761]]
('N42', 'N143') [[18.28867]]
('N106', 'N117') [[18.288387]]
('N136', 'N143') [[18.28802]]
('N173', 'N239') [[18.287903]]
('N143', 'N175') [[18.287832]]
('N158', 'N226') [[18.287724]]
('N7', 'N226') [[18.287563]]
('N162', 'N165') [[18.287111]]
('N54', 'N226') [[18.286196]]
('N17', 'N61') [[18.28608]]
('N191', 'N226') [[18.286053]]
('N1', 'N172') [[18.285715]]
('N3', 'N72') [[18.285631]]
('N34', 'N68') [[18.28551]]
('N58', 'N75') [[18.284828]]
('N54', 'N181') [[18.284338]]
('N19', 'N120') [[18.284094]]
('N59', 'N143') [[18.28361]]
('N41', 'N59') [[18.283295]]
('N123', 'N139') [[18.283213]]
('N152', 'N207') [[18.283047]]
('N230', 'N250') [[18.283018]]
('N3', 'N139') [[18.282993]]
('N123', 'N198') [[18.282736]]
('N73', 'N74') [[18.282173]]
('N130', 'N198') [[18.281847]]
('N68', 'N73') [[18.281208]]
('N17', 'N196') [[18.281178]]
('N150', 'N196') [[18.281036]]
('N118', 'N191') [[18.280935]]
('N105', 'N239') [[18.280827]]
('N19', 'N139') [[18.280268]]
('N189', 'N241') [[18.28007]]
('N32', 'N129') [[18.279945]]
('N34', 'N172') [[18.279669]]
('N5', 'N88') [[18.2795]]
('N67', 'N251') [[18.27907]]
('N3', 'N222') [[18.27882]]
('N112', 'N230') [[18.278553]]
('N59', 'N144') [[18.278433]]
('N79', 'N176') [[18.278212]]
('N53', 'N86') [[18.277834]]
('N58', 'N89') [[18.277824]]
('N68', 'N222') [[18.277782]]
('N196', 'N229') [[18.277279]]
('N54', 'N106') [[18.277102]]
('N73', 'N177') [[18.277008]]
('N40', 'N230') [[18.276798]]
('N115', 'N164') [[18.276705]]
('N162', 'N201') [[18.276398]]
('N118', 'N245') [[18.275852]]
('N66', 'N173') [[18.275618]]
('N172', 'N189') [[18.275356]]
('N61', 'N95') [[18.275328]]
('N191', 'N239') [[18.27528]]
('N54', 'N252') [[18.27465]]
('N105', 'N120') [[18.274448]]
('N59', 'N219') [[18.27385]]
('N66', 'N190') [[18.273485]]
('N26', 'N230') [[18.273436]]
('N52', 'N94') [[18.273237]]
('N216', 'N232') [[18.273127]]
('N22', 'N222') [[18.27297]]
('N173', 'N198') [[18.272924]]
('N46', 'N88') [[18.272762]]
('N142', 'N187') [[18.272526]]
('N79', 'N115') [[18.272526]]
('N33', 'N54') [[18.272427]]
('N198', 'N216') [[18.272375]]
('N61', 'N129') [[18.272266]]
('N87', 'N241') [[18.272247]]
('N226', 'N251') [[18.271952]]
('N102', 'N196') [[18.271206]]
('N152', 'N205') [[18.271112]]
('N36', 'N73') [[18.270935]]
('N175', 'N201') [[18.270905]]
('N88', 'N245') [[18.270868]]
('N1', 'N241') [[18.270262]]
('N71', 'N74') [[18.270144]]
('N69', 'N176') [[18.270048]]
('N151', 'N245') [[18.269733]]
('N34', 'N41') [[18.268585]]
('N74', 'N226') [[18.26821]]
('N100', 'N230') [[18.267784]]
('N216', 'N244') [[18.26761]]
('N72', 'N230') [[18.267443]]
('N114', 'N177') [[18.266972]]
('N32', 'N105') [[18.26673]]
('N74', 'N115') [[18.266657]]
('N69', 'N239') [[18.266455]]
('N74', 'N87') [[18.266348]]
('N92', 'N172') [[18.266329]]
('N23', 'N73') [[18.266254]]
('N126', 'N186') [[18.26599]]
('N56', 'N231') [[18.265808]]
('N72', 'N162') [[18.265553]]
('N31', 'N226') [[18.26553]]
('N61', 'N233') [[18.26505]]
('N72', 'N190') [[18.264969]]
('N34', 'N230') [[18.264782]]
('N3', 'N14') [[18.264488]]
('N66', 'N88') [[18.26445]]
('N3', 'N229') [[18.264435]]
('N65', 'N72') [[18.264238]]
('N46', 'N230') [[18.264175]]
('N14', 'N142') [[18.264065]]
('N126', 'N158') [[18.263712]]
('N158', 'N209') [[18.263197]]
('N32', 'N230') [[18.263006]]
('N123', 'N191') [[18.262873]]
('N17', 'N121') [[18.26252]]
('N105', 'N123') [[18.26237]]
('N105', 'N144') [[18.261614]]
('N88', 'N145') [[18.2616]]
('N61', 'N230') [[18.261421]]
('N17', 'N241') [[18.261154]]
('N88', 'N207') [[18.260883]]
('N207', 'N231') [[18.26088]]
('N74', 'N251') [[18.260721]]
('N67', 'N74') [[18.260647]]
('N172', 'N176') [[18.260645]]
('N185', 'N216') [[18.260612]]
('N182', 'N218') [[18.260336]]
('N43', 'N150') [[18.260159]]
('N88', 'N166') [[18.259747]]
('N39', 'N144') [[18.25968]]
('N68', 'N219') [[18.259512]]
('N6', 'N88') [[18.259417]]
('N175', 'N230') [[18.259401]]
('N22', 'N123') [[18.259285]]
('N129', 'N143') [[18.259218]]
('N17', 'N139') [[18.258383]]
('N51', 'N106') [[18.258307]]
('N115', 'N241') [[18.257168]]
('N7', 'N58') [[18.256594]]
('N226', 'N239') [[18.256115]]
('N16', 'N73') [[18.25598]]
('N70', 'N72') [[18.255728]]
('N53', 'N173') [[18.255653]]
('N150', 'N158') [[18.254694]]
('N25', 'N162') [[18.254503]]
('N120', 'N140') [[18.25406]]
('N14', 'N172') [[18.253939]]
('N70', 'N162') [[18.25297]]
('N123', 'N193') [[18.252733]]
('N88', 'N212') [[18.252695]]
('N54', 'N138') [[18.252344]]
('N23', 'N162') [[18.252218]]
('N21', 'N118') [[18.2512]]
('N129', 'N250') [[18.251163]]
('N53', 'N151') [[18.250954]]
('N56', 'N144') [[18.25062]]
('N88', 'N147') [[18.24989]]
('N129', 'N136') [[18.249887]]
('N1', 'N74') [[18.249771]]
('N245', 'N250') [[18.249039]]
('N183', 'N198') [[18.248884]]
('N176', 'N189') [[18.248846]]
('N17', 'N123') [[18.24868]]
('N152', 'N219') [[18.24822]]
('N129', 'N186') [[18.248095]]
('N70', 'N105') [[18.247791]]
('N61', 'N67') [[18.247683]]
('N162', 'N219') [[18.247469]]
('N114', 'N189') [[18.247429]]
('N69', 'N118') [[18.24728]]
('N55', 'N73') [[18.246986]]
('N61', 'N86') [[18.246956]]
('N61', 'N104') [[18.246796]]
('N26', 'N68') [[18.246628]]
('N92', 'N181') [[18.246353]]
('N54', 'N92') [[18.246317]]
('N41', 'N66') [[18.246136]]
('N173', 'N244') [[18.246042]]
('N162', 'N172') [[18.245417]]
('N73', 'N149') [[18.245165]]
('N92', 'N208') [[18.244541]]
('N66', 'N198') [[18.244099]]
('N14', 'N183') [[18.243435]]
('N165', 'N196') [[18.24343]]
('N39', 'N246') [[18.2433]]
('N118', 'N120') [[18.242985]]
('N42', 'N126') [[18.24295]]
('N149', 'N190') [[18.242867]]
('N106', 'N244') [[18.242739]]
('N58', 'N142') [[18.242126]]
('N172', 'N231') [[18.241674]]
('N15', 'N68') [[18.241632]]
('N67', 'N216') [[18.241568]]
('N26', 'N129') [[18.241142]]
('N14', 'N72') [[18.240246]]
('N196', 'N211') [[18.239965]]
('N86', 'N245') [[18.239847]]
('N1', 'N80') [[18.239204]]
('N59', 'N181') [[18.238274]]
('N74', 'N126') [[18.238232]]
('N121', 'N231') [[18.238226]]
('N69', 'N226') [[18.23804]]
('N73', 'N252') [[18.238012]]
('N198', 'N237') [[18.23787]]
('N174', 'N198') [[18.237625]]
('N69', 'N123') [[18.237503]]
('N106', 'N235') [[18.23703]]
('N139', 'N181') [[18.236523]]
('N230', 'N240') [[18.236294]]
('N19', 'N187') [[18.236132]]
('N139', 'N222') [[18.23601]]
('N158', 'N181') [[18.235834]]
('N53', 'N70') [[18.235678]]
('N102', 'N105') [[18.235544]]
('N144', 'N173') [[18.23552]]
('N16', 'N201') [[18.235502]]
('N68', 'N252') [[18.235384]]
('N96', 'N152') [[18.235182]]
('N102', 'N177') [[18.23513]]
('N168', 'N244') [[18.23421]]
('N8', 'N245') [[18.23407]]
('N61', 'N99') [[18.233753]]
('N12', 'N123') [[18.23375]]
('N201', 'N239') [[18.233482]]
('N188', 'N201') [[18.233423]]
('N22', 'N173') [[18.23326]]
('N172', 'N180') [[18.233242]]
('N59', 'N241') [[18.23312]]
('N102', 'N214') [[18.233015]]
('N54', 'N56') [[18.232662]]
('N39', 'N43') [[18.23264]]
('N163', 'N232') [[18.232548]]
('N105', 'N139') [[18.231997]]
('N75', 'N173') [[18.231834]]
('N32', 'N55') [[18.23182]]
('N95', 'N129') [[18.231785]]
('N3', 'N54') [[18.231482]]
('N158', 'N230') [[18.231358]]
('N123', 'N182') [[18.23116]]
('N58', 'N219') [[18.23072]]
('N34', 'N182') [[18.230324]]
('N198', 'N226') [[18.230211]]
('N52', 'N102') [[18.229645]]
('N88', 'N232') [[18.22954]]
('N172', 'N207') [[18.229525]]
('N13', 'N196') [[18.229513]]
('N68', 'N243') [[18.229328]]
('N115', 'N172') [[18.229227]]
('N59', 'N115') [[18.229084]]
('N60', 'N176') [[18.228699]]
('N72', 'N239') [[18.228666]]
('N88', 'N112') [[18.228603]]
('N42', 'N182') [[18.228235]]
('N102', 'N191') [[18.228014]]
('N26', 'N198') [[18.227999]]
('N129', 'N223') [[18.227701]]
('N51', 'N126') [[18.22764]]
('N216', 'N241') [[18.227093]]
('N59', 'N233') [[18.226856]]
('N95', 'N158') [[18.226736]]
('N54', 'N118') [[18.226482]]
('N142', 'N182') [[18.226465]]
('N68', 'N141') [[18.226072]]
('N69', 'N182') [[18.225948]]
('N19', 'N95') [[18.225927]]
('N121', 'N184') [[18.225628]]
('N67', 'N174') [[18.22555]]
('N33', 'N239') [[18.225431]]
('N42', 'N219') [[18.225182]]
('N3', 'N241') [[18.22504]]
('N19', 'N152') [[18.224745]]
('N75', 'N196') [[18.224546]]
('N106', 'N120') [[18.224136]]
('N231', 'N247') [[18.223928]]
('N73', 'N233') [[18.22368]]
('N89', 'N231') [[18.223577]]
('N54', 'N74') [[18.223394]]
('N53', 'N214') [[18.222849]]
('N25', 'N198') [[18.222672]]
('N106', 'N197') [[18.222408]]
('N152', 'N241') [[18.222137]]
('N34', 'N191') [[18.22204]]
('N51', 'N189') [[18.221834]]
('N115', 'N129') [[18.220863]]
('N67', 'N130') [[18.220661]]
('N73', 'N195') [[18.22063]]
('N115', 'N123') [[18.220245]]
('N159', 'N239') [[18.220015]]
('N185', 'N241') [[18.219759]]
('N68', 'N176') [[18.218775]]
('N42', 'N136') [[18.218626]]
('N33', 'N226') [[18.218603]]
('N156', 'N230') [[18.218374]]
('N34', 'N86') [[18.218138]]
('N42', 'N54') [[18.217936]]
('N74', 'N171') [[18.217566]]
('N129', 'N197') [[18.217518]]
('N163', 'N196') [[18.217306]]
('N22', 'N106') [[18.216932]]
('N152', 'N182') [[18.216715]]
('N68', 'N174') [[18.216537]]
('N88', 'N215') [[18.216505]]
('N42', 'N67') [[18.216448]]
('N198', 'N244') [[18.216225]]
('N65', 'N102') [[18.215864]]
('N39', 'N59') [[18.215641]]
('N42', 'N56') [[18.215616]]
('N152', 'N233') [[18.215569]]
('N75', 'N115') [[18.215555]]
('N89', 'N239') [[18.215546]]
('N19', 'N197') [[18.215343]]
('N66', 'N158') [[18.215155]]
('N61', 'N251') [[18.21485]]
('N51', 'N177') [[18.214783]]
('N155', 'N158') [[18.214422]]
('N118', 'N190') [[18.21396]]
('N189', 'N201') [[18.213896]]
('N126', 'N191') [[18.213602]]
('N99', 'N177') [[18.213497]]
('N3', 'N75') [[18.21289]]
('N155', 'N239') [[18.212624]]
('N158', 'N188') [[18.212523]]
('N36', 'N58') [[18.211983]]
('N59', 'N61') [[18.211823]]
('N118', 'N126') [[18.211737]]
('N230', 'N239') [[18.211596]]
('N68', 'N233') [[18.211287]]
('N177', 'N251') [[18.211264]]
('N58', 'N245') [[18.211214]]
('N61', 'N201') [[18.210989]]
('N181', 'N200') [[18.210678]]
('N70', 'N102') [[18.210636]]
('N73', 'N184') [[18.21057]]
('N217', 'N239') [[18.210403]]
('N61', 'N152') [[18.209969]]
('N54', 'N182') [[18.209545]]
('N88', 'N250') [[18.20951]]
('N105', 'N130') [[18.209099]]
('N106', 'N193') [[18.208946]]
('N166', 'N201') [[18.208298]]
('N52', 'N123') [[18.207512]]
('N102', 'N139') [[18.207455]]
('N46', 'N185') [[18.207264]]
('N136', 'N172') [[18.207232]]
('N26', 'N85') [[18.207113]]
('N61', 'N149') [[18.206709]]
('N175', 'N241') [[18.20658]]
('N121', 'N196') [[18.206518]]
('N120', 'N230') [[18.206432]]
('N58', 'N114') [[18.2063]]
('N46', 'N219') [[18.206013]]
('N196', 'N238') [[18.205748]]
('N59', 'N237') [[18.2057]]
('N53', 'N142') [[18.205667]]
('N79', 'N177') [[18.205456]]
('N53', 'N185') [[18.20541]]
('N55', 'N232') [[18.204342]]
('N1', 'N61') [[18.203995]]
('N68', 'N105') [[18.203972]]
('N29', 'N61') [[18.203817]]
('N59', 'N240') [[18.20374]]
('N56', 'N182') [[18.203562]]
('N118', 'N239') [[18.202799]]
('N226', 'N229') [[18.202578]]
('N150', 'N239') [[18.202377]]
('N8', 'N105') [[18.202366]]
('N89', 'N105') [[18.20226]]
('N94', 'N106') [[18.20203]]
('N2', 'N14') [[18.201996]]
('N61', 'N126') [[18.201963]]
('N11', 'N201') [[18.201653]]
('N158', 'N182') [[18.20146]]
('N54', 'N216') [[18.200878]]
('N88', 'N190') [[18.200758]]
('N59', 'N166') [[18.19977]]
('N112', 'N219') [[18.199627]]
('N21', 'N155') [[18.199528]]
('N106', 'N165') [[18.19934]]
('N120', 'N123') [[18.199213]]
('N23', 'N61') [[18.19906]]
('N179', 'N239') [[18.198763]]
('N69', 'N139') [[18.198442]]
('N17', 'N191') [[18.19836]]
('N168', 'N181') [[18.198196]]
('N51', 'N239') [[18.197783]]
('N82', 'N88') [[18.197731]]
('N180', 'N230') [[18.197496]]
('N53', 'N162') [[18.197454]]
('N78', 'N231') [[18.197412]]
('N68', 'N87') [[18.197237]]
('N13', 'N115') [[18.196886]]
('N146', 'N198') [[18.196716]]
('N220', 'N250') [[18.196592]]
('N12', 'N226') [[18.19654]]
('N68', 'N180') [[18.196072]]
('N54', 'N237') [[18.196047]]
('N12', 'N202') [[18.195997]]
('N87', 'N176') [[18.195847]]
('N1', 'N106') [[18.195763]]
('N2', 'N172') [[18.195536]]
('N151', 'N168') [[18.19549]]
('N181', 'N231') [[18.19539]]
('N118', 'N222') [[18.195124]]
('N67', 'N106') [[18.194912]]
('N68', 'N115') [[18.194607]]
('N40', 'N129') [[18.194605]]
('N30', 'N67') [[18.194603]]
('N106', 'N191') [[18.194515]]
('N59', 'N176') [[18.193884]]
('N21', 'N68') [[18.193792]]
('N162', 'N222') [[18.193277]]
('N16', 'N196') [[18.192656]]
('N67', 'N138') [[18.192434]]
('N88', 'N226') [[18.192396]]
('N32', 'N176') [[18.191444]]
('N58', 'N177') [[18.191273]]
('N105', 'N113') [[18.190968]]
('N54', 'N222') [[18.190863]]
('N53', 'N156') [[18.19081]]
('N196', 'N240') [[18.190645]]
('N137', 'N172') [[18.19055]]
('N140', 'N241') [[18.190338]]
('N56', 'N86') [[18.190292]]
('N67', 'N177') [[18.190289]]
('N21', 'N185') [[18.190168]]
('N39', 'N231') [[18.18954]]
('N121', 'N173') [[18.189518]]
('N155', 'N198') [[18.18888]]
('N16', 'N88') [[18.187944]]
('N41', 'N67') [[18.18784]]
('N105', 'N253') [[18.187492]]
('N73', 'N108') [[18.187191]]
('N54', 'N59') [[18.18635]]
('N72', 'N156') [[18.18633]]
('N22', 'N88') [[18.186281]]
('N53', 'N223') [[18.186203]]
('N148', 'N155') [[18.185358]]
('N88', 'N154') [[18.185137]]
('N84', 'N177') [[18.185013]]
('N39', 'N148') [[18.185007]]
('N52', 'N182') [[18.184607]]
('N176', 'N251') [[18.184355]]
('N54', 'N177') [[18.184078]]
('N22', 'N174') [[18.183838]]
('N25', 'N106') [[18.183748]]
('N168', 'N231') [[18.183365]]
('N17', 'N65') [[18.18331]]
('N143', 'N191') [[18.183285]]
('N19', 'N53') [[18.183214]]
('N59', 'N220') [[18.182943]]
('N106', 'N247') [[18.182762]]
('N3', 'N126') [[18.182621]]
('N22', 'N52') [[18.18237]]
('N88', 'N94') [[18.182364]]
('N143', 'N190') [[18.1822]]
('N37', 'N201') [[18.18197]]
('N23', 'N216') [[18.181818]]
('N123', 'N233') [[18.181482]]
('N61', 'N163') [[18.181446]]
('N115', 'N231') [[18.181414]]
('N197', 'N235') [[18.181341]]
('N34', 'N72') [[18.181078]]
('N232', 'N241') [[18.181013]]
('N128', 'N143') [[18.180803]]
('N198', 'N252') [[18.180582]]
('N43', 'N88') [[18.17992]]
('N120', 'N181') [[18.179882]]
('N198', 'N234') [[18.17937]]
('N126', 'N172') [[18.178913]]
('N152', 'N245') [[18.178764]]
('N68', 'N165') [[18.178026]]
('N208', 'N230') [[18.177872]]
('N129', 'N188') [[18.177141]]
('N164', 'N229') [[18.177002]]
('N14', 'N89') [[18.176458]]
('N21', 'N129') [[18.176085]]
('N139', 'N191') [[18.175997]]
('N152', 'N247') [[18.175945]]
('N73', 'N75') [[18.175838]]
('N19', 'N144') [[18.17561]]
('N21', 'N105') [[18.17506]]
('N12', 'N182') [[18.174726]]
('N143', 'N197') [[18.174643]]
('N61', 'N68') [[18.174623]]
('N196', 'N222') [[18.174404]]
('N17', 'N105') [[18.173857]]
('N64', 'N136') [[18.173819]]
('N12', 'N176') [[18.173674]]
('N19', 'N59') [[18.173536]]
('N69', 'N229') [[18.173191]]
('N21', 'N106') [[18.173119]]
('N54', 'N232') [[18.172935]]
('N88', 'N150') [[18.172684]]
('N88', 'N208') [[18.1724]]
('N23', 'N180') [[18.17235]]
('N101', 'N158') [[18.1716]]
('N79', 'N105') [[18.171278]]
('N23', 'N172') [[18.171]]
