('M0P1', 'M0P2') [[39.81325]]
('N92', 'N113') [[18.379047]]
('N32', 'N46') [[18.378803]]
('N89', 'N91') [[18.378672]]
('N174', 'N198') [[18.37808]]
('N59', 'N200') [[18.377903]]
('N11', 'N218') [[18.377214]]
('N217', 'N233') [[18.376797]]
('N55', 'N79') [[18.376137]]
('N33', 'N68') [[18.3757]]
('N126', 'N181') [[18.375208]]
('N76', 'N167') [[18.375063]]
('N100', 'N226') [[18.37396]]
('N62', 'N75') [[18.372868]]
('N15', 'N44') [[18.372858]]
('N188', 'N222') [[18.372683]]
('N11', 'N199') [[18.371208]]
('N64', 'N249') [[18.370953]]
('N80', 'N113') [[18.370874]]
('N18', 'N242') [[18.370838]]
('N212', 'N219') [[18.370794]]
('N11', 'N91') [[18.370668]]
('N190', 'N218') [[18.370464]]
('N14', 'N45') [[18.369898]]
('N3', 'N102') [[18.369768]]
('N123', 'N133') [[18.369123]]
('N207', 'N247') [[18.368671]]
('N109', 'N232') [[18.367512]]
('N126', 'N249') [[18.36749]]
('N121', 'N135') [[18.365498]]
('N106', 'M0P2') [[18.365475]]
('N29', 'N233') [[18.365044]]
('N145', 'N200') [[18.365004]]
('N17', 'N54') [[18.364012]]
('N131', 'N209') [[18.363714]]
('N117', 'N126') [[18.36358]]
('N17', 'N144') [[18.363483]]
('N26', 'N166') [[18.36215]]
('N33', 'N130') [[18.361696]]
('N113', 'N192') [[18.361658]]
('N92', 'N150') [[18.360886]]
('N219', 'N237') [[18.36049]]
('N145', 'N253') [[18.359594]]
('N88', 'N253') [[18.358173]]
('N8', 'N35') [[18.357275]]
('N27', 'N223') [[18.35727]]
('N45', 'N113') [[18.357227]]
('N3', 'N143') [[18.355997]]
('N91', 'N118') [[18.355518]]
('N166', 'N232') [[18.355515]]
('N91', 'N179') [[18.355148]]
('N135', 'N176') [[18.355085]]
('N137', 'N143') [[18.354826]]
('N17', 'N125') [[18.354652]]
('N22', 'N42') [[18.354237]]
('N12', 'N188') [[18.353962]]
('N17', 'N165') [[18.353867]]
('N150', 'N208') [[18.353577]]
('N11', 'N202') [[18.35356]]
('N150', 'N231') [[18.353537]]
('N32', 'N232') [[18.353472]]
('N35', 'N233') [[18.353357]]
('N27', 'N83') [[18.351624]]
('N114', 'N136') [[18.35133]]
('N103', 'N249') [[18.351181]]
('N16', 'N66') [[18.351053]]
('N176', 'N238') [[18.350014]]
('N85', 'N102') [[18.349998]]
('N166', 'N183') [[18.349766]]
('N11', 'N55') [[18.349562]]
('N143', 'N190') [[18.348303]]
('N18', 'N234') [[18.348001]]
('N16', 'N113') [[18.3475]]
('N113', 'N237') [[18.347479]]
('N100', 'N145') [[18.347414]]
('N16', 'N65') [[18.347233]]
('N183', 'N219') [[18.347061]]
('N76', 'N181') [[18.34703]]
('N137', 'N163') [[18.346994]]
('N133', 'N190') [[18.346941]]
('N130', 'N173') [[18.346807]]
('N149', 'N242') [[18.346752]]
('N33', 'N126') [[18.346735]]
('N137', 'N166') [[18.345947]]
('N170', 'N198') [[18.345331]]
('N55', 'N137') [[18.345266]]
('N88', 'N130') [[18.345228]]
('N35', 'N102') [[18.345196]]
('N14', 'N150') [[18.344757]]
('N89', 'N176') [[18.344398]]
('N3', 'N35') [[18.343887]]
('N75', 'N198') [[18.343386]]
('N137', 'N232') [[18.342545]]
('N27', 'N93') [[18.342133]]
('N15', 'N22') [[18.341908]]
('N106', 'N219') [[18.341818]]
('N60', 'N242') [[18.34159]]
('N33', 'N233') [[18.341566]]
('N15', 'N107') [[18.341167]]
('N150', 'N166') [[18.340601]]
('N33', 'N200') [[18.340332]]
('N194', 'N219') [[18.33995]]
('N161', 'N226') [[18.33972]]
('N11', 'N116') [[18.339647]]
('N126', 'N237') [[18.339592]]
('N121', 'N143') [[18.339516]]
('N22', 'N75') [[18.33914]]
('N176', 'N214') [[18.338976]]
('N15', 'N76') [[18.338757]]
('N93', 'N117') [[18.33749]]
('N199', 'N219') [[18.336473]]
('N167', 'N198') [[18.336435]]
('N68', 'N253') [[18.336426]]
('N18', 'N26') [[18.3361]]
('N119', 'N249') [[18.33558]]
('N191', 'N199') [[18.335423]]
('N186', 'N233') [[18.334568]]
('N15', 'N80') [[18.334568]]
('N144', 'N181') [[18.334518]]
('N44', 'N113') [[18.33433]]
('N26', 'N57') [[18.333855]]
('N80', 'N181') [[18.333807]]
('N144', 'N200') [[18.333382]]
('N91', 'N217') [[18.33332]]
('N18', 'N45') [[18.33271]]
('N16', 'N64') [[18.332048]]
('N197', 'N220') [[18.331974]]
('N174', 'M0P1') [[18.331657]]
('N26', 'N164') [[18.33067]]
('N162', 'N167') [[18.330595]]
('N180', 'N198') [[18.330591]]
('N16', 'N68') [[18.330175]]
('N233', 'N253') [[18.329958]]
('N204', 'N233') [[18.329798]]
('N22', 'N138') [[18.329554]]
('N117', 'N163') [[18.329216]]
('N48', 'N130') [[18.329165]]
('N30', 'N187') [[18.328876]]
('N103', 'N253') [[18.328392]]
('N46', 'N249') [[18.328136]]
('N27', 'N150') [[18.32801]]
('N36', 'N126') [[18.327566]]
('N63', 'N76') [[18.3275]]
('N92', 'N253') [[18.32726]]
('N16', 'N17') [[18.327242]]
('N130', 'N197') [[18.327131]]
('N80', 'N126') [[18.326971]]
('N58', 'N251') [[18.326777]]
('N8', 'N161') [[18.32675]]
('N103', 'N233') [[18.326748]]
('N204', 'N215') [[18.326502]]
('N46', 'N126') [[18.326271]]
('N133', 'N204') [[18.325676]]
('N120', 'N179') [[18.325567]]
('N3', 'N14') [[18.325434]]
('N16', 'N44') [[18.325356]]
('N18', 'N219') [[18.325184]]
('N162', 'N232') [[18.325014]]
('N48', 'N113') [[18.325003]]
('N130', 'N217') [[18.324808]]
('N136', 'N158') [[18.324778]]
('N11', 'N135') [[18.32458]]
('N91', 'N200') [[18.324091]]
('N14', 'N26') [[18.32389]]
('N153', 'N253') [[18.323786]]
('N166', 'N235') [[18.32374]]
('N39', 'N176') [[18.323639]]
('N199', 'N237') [[18.323591]]
('N43', 'N176') [[18.323101]]
('N174', 'N209') [[18.322681]]
('N191', 'N209') [[18.322668]]
('N68', 'N103') [[18.322489]]
('N3', 'N209') [[18.322165]]
('N76', 'N225') [[18.322012]]
('N114', 'N253') [[18.321863]]
('N150', 'N191') [[18.321836]]
('N66', 'N215') [[18.32173]]
('N166', 'N201') [[18.321352]]
('N18', 'N126') [[18.320911]]
('N163', 'N176') [[18.320753]]
('N149', 'N183') [[18.320448]]
('N17', 'N44') [[18.319523]]
('N76', 'N147') [[18.319313]]
('N136', 'N143') [[18.319286]]
('N89', 'N122') [[18.318949]]
('N11', 'N196') [[18.318245]]
('N17', 'N119') [[18.31822]]
('N126', 'N174') [[18.317915]]
('N56', 'N144') [[18.317862]]
('N126', 'N197') [[18.31786]]
('N91', 'N166') [[18.317827]]
('N54', 'N233') [[18.317783]]
('N56', 'N233') [[18.317669]]
('N100', 'N200') [[18.31745]]
('N11', 'N27') [[18.317352]]
('N110', 'N198') [[18.317122]]
('N18', 'N160') [[18.316977]]
('N17', 'N206') [[18.31697]]
('N34', 'N253') [[18.316875]]
('N162', 'N217') [[18.31674]]
('N30', 'N79') [[18.316635]]
('N17', 'N161') [[18.316135]]
('N3', 'N176') [[18.31579]]
('N88', 'N176') [[18.31537]]
('N142', 'N219') [[18.314775]]
('N126', 'N162') [[18.314713]]
('N27', 'N130') [[18.314154]]
('N125', 'N126') [[18.314112]]
('N131', 'N176') [[18.314089]]
('N27', 'N48') [[18.313768]]
('N149', 'N247') [[18.313004]]
('N26', 'N66') [[18.312927]]
('N85', 'N91') [[18.312624]]
('N17', 'N247') [[18.312101]]
('N66', 'N249') [[18.31203]]
('N100', 'N119') [[18.311962]]
('N22', 'N74') [[18.311865]]
('N11', 'N148') [[18.311861]]
('N11', 'N71') [[18.311464]]
('N172', 'N219') [[18.311321]]
('N113', 'N209') [[18.311285]]
('N76', 'N176') [[18.311274]]
('N17', 'N249') [[18.311144]]
('N54', 'N220') [[18.311123]]
('N11', 'N17') [[18.310932]]
('N29', 'N247') [[18.31012]]
('N78', 'N188') [[18.309986]]
('N18', 'N179') [[18.309895]]
('N42', 'N200') [[18.309877]]
('N15', 'N58') [[18.309845]]
('N21', 'N96') [[18.309662]]
('N11', 'N160') [[18.309639]]
('N175', 'N234') [[18.309488]]
('N144', 'N166') [[18.30925]]
('N125', 'N253') [[18.308706]]
('N11', 'N215') [[18.308237]]
('N122', 'N176') [[18.307388]]
('N54', 'N125') [[18.30701]]
('N62', 'N219') [[18.306387]]
('N180', 'N249') [[18.306074]]
('N91', 'N103') [[18.30551]]
('N76', 'N131') [[18.30548]]
('N32', 'N249') [[18.305386]]
('N56', 'N115') [[18.30528]]
('N117', 'N234') [[18.30486]]
('N80', 'N176') [[18.304827]]
('N26', 'N206') [[18.304644]]
('N46', 'N144') [[18.304642]]
('N26', 'N39') [[18.30437]]
('N34', 'N55') [[18.30416]]
('N16', 'N130') [[18.304058]]
('N56', 'N215') [[18.30398]]
('N55', 'N174') [[18.303354]]
('N32', 'N33') [[18.303263]]
('N18', 'N130') [[18.302702]]
('N21', 'N91') [[18.302694]]
('N133', 'N198') [[18.30251]]
('N119', 'N176') [[18.302416]]
('N174', 'N186') [[18.302334]]
('N79', 'N191') [[18.302326]]
('N33', 'N170') [[18.301867]]
('N136', 'N197') [[18.300587]]
('N136', 'N232') [[18.300108]]
('N143', 'N247') [[18.299738]]
('N55', 'N68') [[18.299557]]
('N3', 'N145') [[18.299307]]
('N43', 'N55') [[18.29852]]
('N176', 'N220') [[18.298092]]
('N3', 'N7') [[18.297688]]
('N33', 'N122') [[18.297657]]
('N126', 'N199') [[18.297338]]
('N57', 'N232') [[18.296839]]
('N89', 'N233') [[18.295855]]
('N126', 'N130') [[18.295847]]
('N120', 'N198') [[18.295242]]
('N8', 'N140') [[18.295237]]
('N46', 'N253') [[18.293802]]
('N16', 'N200') [[18.293499]]
('N103', 'N162') [[18.293419]]
('N56', 'N219') [[18.293322]]
('N131', 'N253') [[18.293278]]
('N200', 'N217') [[18.292883]]
('N27', 'N163') [[18.2926]]
('N96', 'N219') [[18.29242]]
('N61', 'N249') [[18.292297]]
('N17', 'N113') [[18.291697]]
('N102', 'N188') [[18.291632]]
('N143', 'N197') [[18.291288]]
('N35', 'N219') [[18.291187]]
('N33', 'N35') [[18.291153]]
('N15', 'N96') [[18.290361]]
('N55', 'N64') [[18.289728]]
('N103', 'N219') [[18.28949]]
('N81', 'N194') [[18.289164]]
('N162', 'N233') [[18.288298]]
('N16', 'N179') [[18.288]]
('N242', 'N247') [[18.287462]]
('N137', 'N198') [[18.28719]]
('N117', 'N223') [[18.286568]]
('N75', 'N142') [[18.286352]]
('N190', 'N252') [[18.286077]]
('N209', 'N228') [[18.2855]]
('N197', 'N247') [[18.285234]]
('N96', 'N215') [[18.285036]]
('N18', 'N98') [[18.284077]]
('N3', 'N201') [[18.284075]]
('N59', 'N92') [[18.282892]]
('N15', 'N215') [[18.282661]]
('N68', 'N231') [[18.282303]]
('N91', 'N159') [[18.282068]]
('N27', 'N143') [[18.282007]]
('N8', 'N150') [[18.281874]]
('N83', 'N199') [[18.281109]]
('N136', 'N137') [[18.281088]]
('N117', 'N183') [[18.281055]]
('N219', 'N242') [[18.280827]]
('N44', 'N125') [[18.280659]]
('N126', 'N166') [[18.28049]]
('N35', 'N58') [[18.280354]]
('N14', 'N190') [[18.280043]]
('N35', 'N117') [[18.280022]]
('N112', 'N176') [[18.279953]]
('N125', 'N191') [[18.279543]]
('N3', 'N104') [[18.279459]]
('N68', 'N154') [[18.278988]]
('N18', 'N249') [[18.278343]]
('N3', 'N119') [[18.277803]]
('N15', 'N46') [[18.277693]]
('N106', 'N232') [[18.277285]]
('N75', 'N150') [[18.27724]]
('N3', 'N137') [[18.277012]]
('N45', 'N184') [[18.276505]]
('N143', 'N199') [[18.276398]]
('N100', 'N164') [[18.276308]]
('N115', 'N126') [[18.275955]]
('N14', 'N115') [[18.275715]]
('N209', 'N220') [[18.275646]]
('N55', 'N234') [[18.275558]]
('N79', 'N85') [[18.275373]]
('N204', 'N217') [[18.27454]]
('N138', 'N209') [[18.274336]]
('N11', 'N103') [[18.274311]]
('N76', 'N232') [[18.274296]]
('N26', 'N54') [[18.274164]]
('N126', 'N150') [[18.274082]]
('N215', 'N242') [[18.273664]]
('N32', 'N98') [[18.273325]]
('N102', 'N104') [[18.273235]]
('N102', 'N150') [[18.273224]]
('N75', 'N223') [[18.273106]]
('N8', 'N55') [[18.272997]]
('N91', 'N162') [[18.272652]]
('N3', 'N30') [[18.272476]]
('N204', 'N222') [[18.271809]]
('N142', 'N176') [[18.270988]]
('N232', 'N249') [[18.270824]]
('N144', 'N215') [[18.270357]]
('N176', 'N217') [[18.270222]]
('N145', 'N242') [[18.270163]]
('N91', 'N137') [[18.270094]]
('N55', 'N117') [[18.270044]]
('N220', 'N232') [[18.26968]]
('N21', 'N43') [[18.26951]]
('N30', 'N144') [[18.269278]]
('N18', 'N27') [[18.26901]]
('N32', 'N153') [[18.268785]]
('N44', 'N138') [[18.26864]]
('N35', 'N247') [[18.268396]]
('N131', 'N219') [[18.268202]]
('N64', 'N219') [[18.268137]]
('N55', 'N249') [[18.268116]]
('N66', 'N150') [[18.26808]]
('N27', 'N206') [[18.268076]]
('N18', 'N145') [[18.267874]]
('N3', 'N202') [[18.267817]]
('N125', 'N200') [[18.267694]]
('N7', 'N8') [[18.267561]]
('N21', 'N181') [[18.267334]]
('N44', 'N91') [[18.26727]]
('N138', 'N188') [[18.267033]]
('N185', 'N209') [[18.266842]]
('N26', 'N168') [[18.26658]]
('N27', 'N103') [[18.266542]]
('N145', 'N149') [[18.26654]]
('N45', 'N55') [[18.266424]]
('N131', 'N166') [[18.266376]]
('N81', 'N113') [[18.266296]]
('N230', 'N232') [[18.265505]]
('N11', 'N18') [[18.265188]]
('N29', 'N198') [[18.265104]]
('N15', 'N145') [[18.265043]]
('N29', 'N91') [[18.264874]]
('N11', 'N47') [[18.26469]]
('N91', 'N187') [[18.264666]]
('N91', 'N233') [[18.264542]]
('N144', 'N221') [[18.264055]]
('N8', 'N27') [[18.26393]]
('N14', 'N144') [[18.263552]]
('N27', 'N149') [[18.263544]]
('N106', 'N200') [[18.263296]]
('N181', 'N188') [[18.26319]]
('N222', 'N233') [[18.263136]]
('N46', 'N93') [[18.26288]]
('N67', 'N144') [[18.262743]]
('N121', 'N181') [[18.262571]]
('N159', 'N176') [[18.26247]]
('N30', 'N117') [[18.262432]]
('N14', 'N197') [[18.262371]]
('N72', 'N76') [[18.261934]]
('N92', 'N126') [[18.261902]]
('N70', 'N150') [[18.261444]]
('N1', 'N191') [[18.260906]]
('N16', 'N150') [[18.26075]]
('N151', 'N181') [[18.259834]]
('N33', 'N198') [[18.259815]]
('N137', 'N162') [[18.259607]]
('N16', 'N198') [[18.258904]]
('N21', 'N27') [[18.25875]]
('N2', 'N166') [[18.25874]]
('N56', 'N100') [[18.258469]]
('N133', 'N143') [[18.258]]
('N66', 'N106') [[18.257679]]
('N11', 'N143') [[18.257643]]
('N26', 'N70') [[18.257412]]
('N113', 'N233') [[18.257109]]
('N46', 'N167') [[18.256912]]
('N15', 'N99') [[18.25687]]
('N103', 'N228') [[18.256601]]
('N114', 'N121') [[18.25656]]
('N66', 'N145') [[18.256002]]
('N15', 'N181') [[18.255592]]
('N2', 'N100') [[18.255402]]
('N27', 'N125') [[18.255108]]
('N176', 'N186') [[18.254921]]
('N60', 'N150') [[18.254686]]
('N100', 'N249') [[18.25404]]
('N137', 'N215') [[18.253735]]
('N70', 'N219') [[18.253662]]
('N3', 'N232') [[18.253225]]
('N11', 'N188') [[18.253172]]
('N18', 'N106') [[18.253008]]
('N166', 'N251') [[18.252851]]
('N81', 'N162') [[18.252768]]
('N96', 'N217') [[18.252657]]
('N33', 'N204') [[18.25254]]
('N21', 'N163') [[18.252472]]
('N30', 'N174') [[18.252277]]
('N35', 'N123') [[18.25222]]
('N35', 'N104') [[18.251764]]
('N78', 'N176') [[18.251675]]
('N126', 'N146') [[18.251509]]
('N26', 'N181') [[18.250053]]
('N122', 'N166') [[18.249954]]
('N55', 'N145') [[18.249899]]
('N113', 'N159') [[18.249615]]
('N17', 'N48') [[18.24952]]
('N29', 'N89') [[18.249432]]
('N196', 'N200') [[18.249384]]
('N16', 'N131') [[18.248953]]
('N213', 'N253') [[18.248558]]
('N76', 'N249') [[18.248388]]
('N59', 'N91') [[18.248068]]
('N48', 'N145') [[18.247694]]
('N16', 'N143') [[18.247662]]
('N55', 'N166') [[18.24766]]
('N15', 'N197') [[18.247372]]
('N145', 'N222') [[18.247322]]
('N33', 'N78') [[18.247297]]
('N34', 'N150') [[18.247265]]
('N8', 'N176') [[18.247156]]
('N190', 'N249') [[18.247087]]
('N144', 'N188') [[18.247066]]
('N91', 'N158') [[18.247004]]
('N29', 'N75') [[18.246897]]
('N113', 'N119') [[18.246513]]
('N3', 'N91') [[18.246138]]
('N144', 'N253') [[18.245762]]
('N117', 'N162') [[18.245487]]
('N154', 'N176') [[18.245394]]
('N125', 'N249') [[18.245111]]
('N33', 'N81') [[18.244812]]
('N75', 'N214') [[18.244663]]
('N121', 'N166') [[18.244623]]
('N72', 'N143') [[18.244432]]
('N14', 'N131') [[18.24429]]
('N12', 'N235') [[18.244205]]
('N102', 'N149') [[18.244]]
('N150', 'N219') [[18.243961]]
('N44', 'N166') [[18.243692]]
('N185', 'N233') [[18.243393]]
('N133', 'N188') [[18.243217]]
('N133', 'N253') [[18.24309]]
('N66', 'N176') [[18.242895]]
('N55', 'N162') [[18.242414]]
('N17', 'N205') [[18.242369]]
('N7', 'N176') [[18.241909]]
('N20', 'N26') [[18.241837]]
('N92', 'N136') [[18.241776]]
('N15', 'N26') [[18.241669]]
('N91', 'N145') [[18.241657]]
('N54', 'N72') [[18.241453]]
('N121', 'N200') [[18.24141]]
('N125', 'N190') [[18.241226]]
('N68', 'N168') [[18.24122]]
('N39', 'N91') [[18.24106]]
('N27', 'N249') [[18.240799]]
('N145', 'N230') [[18.240517]]
('N11', 'N45') [[18.240076]]
('N144', 'N217') [[18.24002]]
('N8', 'N58') [[18.239803]]
('N103', 'N131') [[18.239733]]
('N131', 'N188') [[18.239471]]
('N22', 'N89') [[18.239397]]
('N145', 'N155') [[18.239033]]
('N27', 'N55') [[18.238901]]
('N44', 'N151') [[18.23861]]
('N3', 'N148') [[18.238495]]
('N27', 'N190') [[18.237139]]
('N74', 'N85') [[18.23629]]
('N143', 'N225') [[18.236135]]
('N197', 'N242') [[18.236013]]
('N16', 'N204') [[18.23597]]
('N114', 'N153') [[18.235712]]
('N26', 'N173') [[18.235695]]
('N35', 'N202') [[18.235388]]
('N145', 'N219') [[18.235094]]
('N22', 'N121') [[18.234795]]
('N126', 'N231') [[18.234657]]
('N176', 'N187') [[18.234234]]
('N11', 'N117') [[18.234009]]
('N130', 'N188') [[18.233461]]
('N113', 'N249') [[18.232222]]
('N16', 'N237') [[18.231947]]
('N115', 'N247') [[18.231909]]
('N34', 'N122') [[18.231544]]
('N71', 'N162') [[18.231411]]
('N76', 'N153') [[18.230968]]
('N92', 'N130') [[18.230673]]
('N55', 'N59') [[18.230656]]
('N32', 'N145') [[18.230625]]
('N76', 'N204') [[18.230255]]
('N11', 'N217') [[18.230057]]
('N22', 'N91') [[18.230043]]
('N170', 'N253') [[18.229488]]
('N121', 'N160') [[18.22924]]
('N26', 'N148') [[18.229012]]
('N17', 'N136') [[18.228907]]
('N113', 'N235') [[18.228764]]
('N45', 'N232') [[18.22874]]
('N11', 'N183') [[18.22874]]
('N26', 'N63') [[18.228434]]
('N60', 'N138') [[18.228329]]
('N113', 'N121') [[18.228258]]
('N96', 'N164') [[18.227928]]
('N17', 'N253') [[18.227736]]
('N11', 'N104') [[18.227627]]
('N143', 'N222') [[18.22754]]
('N27', 'N68') [[18.22737]]
('N219', 'N249') [[18.227243]]
('N21', 'N137') [[18.22703]]
('N121', 'N218') [[18.226852]]
('N121', 'N188') [[18.226236]]
('N46', 'N105') [[18.22583]]
('N55', 'N114') [[18.22555]]
('N16', 'N166') [[18.225414]]
('N113', 'N220') [[18.225412]]
('N100', 'N187') [[18.225384]]
('N55', 'N184') [[18.224874]]
('N75', 'N196') [[18.224382]]
('N230', 'N249') [[18.224344]]
('N114', 'N131') [[18.223942]]
('N92', 'N199') [[18.223703]]
('N143', 'N149') [[18.223646]]
('N92', 'N219') [[18.223343]]
('N166', 'N188') [[18.223152]]
('N151', 'N253') [[18.223133]]
('N27', 'N248') [[18.223034]]
('N170', 'N176') [[18.222788]]
('N15', 'N17') [[18.222313]]
('N143', 'N186') [[18.222015]]
('N72', 'N142') [[18.221603]]
('N35', 'N183') [[18.221098]]
('N161', 'N215') [[18.220987]]
('N16', 'N96') [[18.219696]]
('N126', 'N133') [[18.218853]]
('N176', 'N244') [[18.21858]]
('N174', 'N204') [[18.217798]]
('N15', 'N153') [[18.217741]]
('N181', 'N251') [[18.217688]]
('N15', 'N247') [[18.217249]]
('N145', 'N161') [[18.217108]]
('N3', 'N198') [[18.216589]]
('N115', 'N143') [[18.2162]]
('N142', 'N145') [[18.21607]]
('N133', 'N176') [[18.215675]]
('N117', 'N253') [[18.215065]]
('N45', 'N222') [[18.21484]]
('N76', 'N247') [[18.213936]]
('N7', 'N161') [[18.213314]]
('N3', 'N100') [[18.213142]]
('N17', 'N230') [[18.212915]]
('N26', 'N142') [[18.212849]]
('N75', 'N121') [[18.212582]]
('N55', 'N232') [[18.212221]]
('N71', 'N104') [[18.21219]]
('N191', 'N249') [[18.212162]]
('N56', 'N96') [[18.211735]]
('N122', 'N137') [[18.211712]]
('N176', 'N213') [[18.211702]]
('N15', 'N194') [[18.211636]]
('N143', 'N249') [[18.211521]]
('N82', 'N126') [[18.211473]]
('N154', 'N168') [[18.211142]]
('N33', 'N162') [[18.210873]]
('N45', 'N95') [[18.210861]]
('N150', 'N161') [[18.210735]]
('N16', 'N215') [[18.21054]]
('N29', 'N100') [[18.210394]]
('N170', 'N232') [[18.210224]]
('N27', 'N198') [[18.209894]]
('N150', 'N199') [[18.209663]]
('N55', 'N204') [[18.209038]]
('N198', 'N209') [[18.20902]]
('N76', 'N114') [[18.20879]]
('N33', 'N219') [[18.208256]]
('N74', 'N200') [[18.20812]]
('N8', 'N117') [[18.207985]]
('N114', 'N219') [[18.207964]]
('N11', 'N63') [[18.207159]]
('N11', 'N227') [[18.206789]]
('N113', 'N168') [[18.206478]]
('N106', 'N170') [[18.20643]]
('N15', 'N55') [[18.20638]]
('N69', 'N176') [[18.206322]]
('N8', 'N180') [[18.206272]]
('N15', 'N186') [[18.20612]]
('N65', 'N219') [[18.206066]]
('N72', 'N125') [[18.205929]]
('N131', 'N136') [[18.205883]]
('N112', 'N153') [[18.205862]]
('N113', 'N226') [[18.205812]]
('N91', 'N238') [[18.205688]]
('N117', 'N244') [[18.205433]]
('N15', 'N166') [[18.205433]]
('N27', 'N127') [[18.205416]]
('N21', 'N106') [[18.205399]]
('N117', 'N161') [[18.205275]]
('N18', 'N204') [[18.205128]]
('N125', 'N133') [[18.205053]]
('N8', 'N54') [[18.20473]]
('N121', 'N126') [[18.20428]]
('N44', 'N130') [[18.203363]]
('N3', 'N185') [[18.20332]]
('N93', 'N242') [[18.203154]]
('N30', 'N137') [[18.202969]]
('N8', 'N253') [[18.202913]]
('N56', 'N232') [[18.202654]]
('N58', 'N199') [[18.202394]]
('N72', 'N253') [[18.202364]]
('N26', 'N253') [[18.202198]]
('N137', 'N202') [[18.20209]]
('N3', 'N83') [[18.20178]]
('N11', 'N42') [[18.20151]]
('N16', 'N139') [[18.201042]]
('N108', 'N253') [[18.201033]]
('N144', 'N232') [[18.200802]]
('N27', 'N57') [[18.20077]]
('N72', 'N150') [[18.200762]]
('N43', 'N142') [[18.200462]]
('N76', 'N215') [[18.20017]]
('N102', 'N126') [[18.200047]]
('N63', 'N117') [[18.199682]]
('N185', 'N191') [[18.19963]]
('N192', 'N219') [[18.199364]]
('N248', 'N249') [[18.198698]]
('N150', 'N173') [[18.198692]]
('N64', 'N199') [[18.198486]]
('N190', 'N198') [[18.198456]]
('N17', 'N65') [[18.198206]]
('N17', 'N181') [[18.198153]]
('N72', 'N188') [[18.198088]]
('N17', 'N138') [[18.19775]]
('N66', 'N219') [[18.197737]]
('N26', 'N44') [[18.19767]]
('N59', 'N233') [[18.197462]]
('N143', 'N176') [[18.197187]]
('N100', 'N223') [[18.196964]]
('N71', 'N122') [[18.196817]]
('N17', 'N106') [[18.196543]]
('N11', 'N30') [[18.196299]]
('N138', 'N204') [[18.196222]]
('N144', 'N222') [[18.196133]]
('N92', 'N102') [[18.195904]]
('N3', 'N39') [[18.195532]]
('N45', 'N91') [[18.19546]]
('N143', 'N253') [[18.195314]]
('N100', 'N114') [[18.19522]]
('N21', 'N60') [[18.195211]]
('N144', 'N163') [[18.1951]]
('N55', 'N209') [[18.19507]]
('N45', 'N200') [[18.194132]]
('N27', 'N180') [[18.194101]]
('N16', 'N30') [[18.193861]]
('N29', 'N33') [[18.193748]]
('N150', 'N167') [[18.193594]]
('N188', 'N218') [[18.19356]]
('N119', 'N159') [[18.193296]]
('N59', 'N253') [[18.193188]]
('N146', 'N194') [[18.193163]]
('N60', 'N219') [[18.19315]]
('N131', 'N183') [[18.193148]]
('N138', 'N253') [[18.193113]]
('N85', 'N213') [[18.192995]]
('N79', 'N187') [[18.192562]]
('N114', 'N186') [[18.192348]]
('N159', 'N162') [[18.19234]]
('N188', 'N213') [[18.192331]]
('N58', 'N166') [[18.191847]]
('N55', 'N78') [[18.191145]]
('N56', 'N113') [[18.191025]]
('N131', 'N249') [[18.190744]]
('N161', 'N198') [[18.190186]]
('N3', 'N21') [[18.190023]]
('N238', 'N249') [[18.189905]]
('N27', 'N136') [[18.189863]]
('N64', 'N114') [[18.189505]]
('N17', 'N46') [[18.18913]]
('N8', 'N188') [[18.18911]]
('N131', 'N202') [[18.18752]]
('N119', 'N143') [[18.187105]]
('N151', 'N166') [[18.186874]]
